Theoretical Total Time,14.182661247253417
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,11.818884372711182,11.818884372711182
 , ,P2,0.787925624847412,14.182661247253417,13.394735622406005
Real Total Time,14.622601509094238
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,12.055710554122925,12.055710554122925
 , ,P2,0.7457737922668457,14.622601509094238,13.876827716827393
Error (Real-Theoretical) Total Time,0.439940261840821
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,0.23682618141174316,0.23682618141174316
 , ,P2,-0.04215183258056632,0.439940261840821,0.4820920944213878
