Theoretical Total Time,5.042723999023437
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,3.151702499389648,3.151702499389648
 , ,P2,3.151702499389648,3.9396281242370605,0.787925624847412
 , ,P3,3.9396281242370605,4.254798374176025,0.3151702499389648
 , ,P4,4.254798374176025,5.042723999023437,0.787925624847412
Real Total Time,5.027344703674316
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,3.1264538764953613,3.1264538764953613
 , ,P2,3.126875877380371,3.9184818267822266,0.7916059494018555
 , ,P3,3.9187824726104736,4.222564935684204,0.30378246307373047
 , ,P4,4.222825288772583,5.027344703674316,0.8045194149017334
Error (Real-Theoretical) Total Time,-0.015379295349120525
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,-0.025248622894286754,-0.025248622894286754
 , ,P2,-0.02482662200927699,-0.021146297454833984,0.003680324554443448
 , ,P3,-0.020845651626586914,-0.032233438491821254,-0.01138778686523434
 , ,P4,-0.03197308540344235,-0.015379295349120525,0.016593790054321378
