Theoretical Total Time,36.244578742980956
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,36.244578742980956,36.244578742980956
 , ,P2,0.787925624847412,31.517024993896484,30.72909936904907
 , ,P3,1.575851249694824,22.84984312057495,21.273991870880124
 , ,P4,2.363776874542236,8.667181873321534,6.303404998779296
 , ,P5,3.151702499389648,9.455107498168944,6.303404998779296
 , ,P6,4.727553749084472,11.03095874786377,6.303404998779296
 , ,P7,5.515479373931885,29.153248119354245,23.637768745422363
Real Total Time,37.42859864234924
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,37.42859864234924,37.42859864234924
 , ,P2,0.7961933612823486,32.995625257492065,32.19943189620972
 , ,P3,2.3972325325012207,23.311690092086792,20.91445755958557
 , ,P4,3.219184398651123,8.796420097351074,5.577235698699951
 , ,P5,4.148608446121216,9.63179612159729,5.483187675476074
 , ,P6,4.8902504444122314,10.577027082443237,5.686776638031006
 , ,P7,9.631957530975342,31.27934718132019,21.64738965034485
Error (Real-Theoretical) Total Time,1.1840198993682876
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,1.1840198993682876,1.1840198993682876
 , ,P2,0.008267736434936612,1.478600263595581,1.4703325271606467
 , ,P3,0.8213812828063967,0.46184697151184295,-0.3595343112945528
 , ,P4,0.855407524108887,0.12923822402954066,-0.726169300079345
 , ,P5,0.9969059467315677,0.1766886234283458,-0.820217323303222
 , ,P6,0.16269669532775932,-0.45393166542053187,-0.6166283607482903
 , ,P7,4.116478157043457,2.1260990619659452,-1.9903790950775146
